filename,model,time (sec),Precision %,Recall %,F1 %
miller2_both_0_70_ac3_ev,deberta_base,9.071845619939268,38.18181748760332,59.99999828571434,46.66661809881376
miller2_both_0_30_ac1_av,deberta_base,5.363424705341458,57.69230547337286,99.99999333333378,73.17068173709052
miller2_both_0_50_ac4_av,deberta_base,7.2378041641786695,41.818181057851255,91.99999632000015,57.499955593781806
miller2_both_0_30_ac5_ev,deberta_base,5.4671271587722,31.42857053061227,73.33332844444477,43.99995624003952
miller2_both_0_30_ac3_av,deberta_base,5.393719129264355,32.25806347554634,66.66666222222251,43.478215028399376
miller2_both_0_1_ac5_ev,deberta_base,3.3956016791053116,0.0,0.0,0.0
miller2_both_0_50_ac2_av,deberta_base,7.209799858741462,38.46153772189351,79.99999680000013,51.94800674653699
miller2_both_0_70_ac1_av,deberta_base,9.26971046300605,55.55555467372135,99.99999714285724,71.42852405250753
miller2_both_0_50_ac5_av,deberta_base,7.105466515291482,32.653060558100805,63.9999974400001,43.24319733386634
miller2_both_0_70_ac3_av,deberta_base,9.130814163014293,31.506848883467825,65.71428383673475,42.59254799387201
miller2_both_0_50_ac1_av,deberta_base,7.245219956617802,58.139533531638754,99.99999600000015,73.5293631055656
miller2_both_0_50_ac5_ev,deberta_base,7.115319373086095,29.99999950000001,71.99999712000012,42.352898657479784
miller2_both_0_50_ac3_av,deberta_base,7.178377625066787,30.43478194706996,55.999997760000085,39.43657298160385
miller2_both_0_70_ac5_av,deberta_base,9.274269142188132,33.82352891435987,65.71428383673475,44.660148440048665
miller2_both_0_70_ac5_ev,deberta_base,9.269321775995195,35.211267109700465,71.42856938775518,47.1697661979765
miller2_both_0_30_ac3_ev,deberta_base,5.343778258189559,25.925924965706482,46.666663555555765,33.33328582772734
miller2_both_0_70_ac1_ev,deberta_base,9.255451330915093,53.8461530177515,99.99999714285724,69.99995310002943
miller2_both_0_70_ac4_ev,deberta_base,9.332231102976948,46.268656025840954,88.5714260408164,60.78426745485833
miller2_both_0_30_ac5_av,deberta_base,5.465254908893257,25.641024983563465,66.66666222222251,37.03699554188092
miller2_both_0_70_ac2_ev,deberta_base,9.270415280014277,43.478260239445504,85.71428326530621,57.69226192680954
miller2_both_0_30_ac4_av,deberta_base,5.270641719922423,29.54545387396696,86.66666088888928,44.06775719623985
miller2_both_0_1_ac2_av,deberta_base,3.2755095092579722,6.666666222222252,99.99990000010001,12.499986718751611
miller2_both_0_70_ac2_av,deberta_base,9.185400099027902,38.666666151111116,82.857140489796,52.727228380200785
miller2_both_0_30_ac2_ev,deberta_base,5.321505392901599,38.235292993079625,86.66666088888928,53.06117984176611
miller2_both_0_1_ac2_ev,deberta_base,3.2778975521214306,7.692307100591762,99.99990000010001,14.285698979593956
miller2_both_0_1_ac4_av,deberta_base,3.3928684522397816,6.249999609375024,99.99990000010001,11.76469342560696
miller2_both_0_30_ac4_ev,deberta_base,5.341116811614484,36.111110108024725,86.66666088888928,50.98034863517358
miller2_both_0_30_ac1_ev,deberta_base,5.4999302588403225,62.49999739583344,99.99999333333378,76.92302564105469
miller2_both_0_30_ac2_av,deberta_base,5.359217969700694,42.857141326530666,79.99999466666704,55.8139054624488
miller2_both_0_1_ac1_ev,deberta_base,3.2890526400879025,33.333322222225924,99.99990000010001,49.99993750002813
miller2_both_0_1_ac1_av,deberta_base,3.36852037999779,33.333322222225924,99.99990000010001,49.99993750002813
miller2_both_0_50_ac3_ev,deberta_base,7.247504065744579,29.629629080932794,63.9999974400001,40.50628482619555
miller2_both_0_70_ac4_av,deberta_base,9.198383640032262,49.18032706261759,85.71428326530621,62.499952365485626
miller2_both_0_50_ac2_ev,deberta_base,7.217955342959613,41.17646978085354,83.99999664000013,55.26311229227877
miller2_both_0_50_ac4_ev,deberta_base,7.243224743753672,44.89795826738861,87.99999648000014,59.45941311179384
miller2_both_0_50_ac1_ev,deberta_base,7.243279919028282,49.999999000000024,99.99999600000015,66.66662044447382
miller2_both_0_1_ac4_ev,deberta_base,3.394337941892445,0.0,0.0,0.0
miller2_both_0_1_ac3_av,deberta_base,3.384495573118329,0.0,0.0,0.0
miller2_both_0_1_ac3_ev,deberta_base,3.388874500989914,0.0,0.0,0.0
miller2_both_0_1_ac5_av,deberta_base,3.310067782178521,0.0,0.0,0.0
